"status","family","pval","qval","gene_short_name","is.feature","score","dir"
"CDC25B","OK","negbinomial.size",0.0643372280762975,0.139139049947955,"CDC25B",TRUE,-1.9722814865396,1
"MAPKAP1","OK","negbinomial.size",0.0645192141623579,0.139494870230358,"MAPKAP1",FALSE,1.96972745093908,-1
"SUDS3","OK","negbinomial.size",0.0645626084490164,0.139550934302432,"SUDS3",FALSE,-1.96932562391343,1
"GSDMD","OK","negbinomial.size",0.064685122137602,0.139777936993396,"GSDMD",FALSE,-1.96770027999617,1
"B4GALT4","OK","negbinomial.size",0.064787066581027,0.139960380927004,"B4GALT4",FALSE,-1.96639588980156,1
"ABL2","OK","negbinomial.size",0.0649481310962485,0.140251413732418,"ABL2",TRUE,-1.96431865454159,1
"SLC38A3","OK","negbinomial.size",0.0649568867755824,0.140251413732418,"SLC38A3",FALSE,0,0
"TMEM259","OK","negbinomial.size",0.0649851113933177,0.140274453037278,"TMEM259",FALSE,-1.96415439657011,1
"CHCHD1","OK","negbinomial.size",0.0651080111590997,0.140501786976064,"CHCHD1",FALSE,-1.96253507159837,1
"PDZK1","OK","negbinomial.size",0.0652128124067753,0.140689952468289,"PDZK1",FALSE,0,0
"LEMD3","OK","negbinomial.size",0.0652836101548148,0.140767314986036,"LEMD3",FALSE,-1.96064700008963,1
"KEAP1","OK","negbinomial.size",0.0652839030582216,0.140767314986036,"KEAP1",FALSE,-1.96064700008963,1
"IPO7","OK","negbinomial.size",0.0653137260609356,0.140793629606943,"IPO7",FALSE,-1.96046008055062,1
"RP11-83A24.2","OK","negbinomial.size",0.0656896757196884,0.141527689047191,"RP11-83A24.2",FALSE,1.95525989872983,-1
"NFS1","OK","negbinomial.size",0.0656886347464403,0.141527689047191,"NFS1",FALSE,-1.95525989872983,1
"C17orf62","OK","negbinomial.size",0.0658305480395567,0.141792967488975,"C17orf62",FALSE,1.95338726069101,-1
"ANKRD49","OK","negbinomial.size",0.0661876903650224,0.142523803208541,"ANKRD49",FALSE,1.94824625316314,-1
"LRRC45","OK","negbinomial.size",0.066231837698644,0.142580445864726,"LRRC45",FALSE,0,0
"ADAM10","OK","negbinomial.size",0.0662605235739834,0.142603782353811,"ADAM10",FALSE,-1.94768524713343,1
"ETFDH","OK","negbinomial.size",0.066290792807511,0.14263051301153,"ETFDH",FALSE,1.94749781765366,-1
"IGHG4","OK","negbinomial.size",0.0663291115153225,0.142674543773605,"IGHG4",TRUE,1.94718916022626,-1
"MT1A","OK","negbinomial.size",0.066358764396998,0.142699915580304,"MT1A",TRUE,-1.94701134608814,1
"DDX10","OK","negbinomial.size",0.0664290789189074,0.142806993344074,"DDX10",TRUE,-1.94626125727808,1
"DCTN5","OK","negbinomial.size",0.0664442999941517,0.142806993344074,"DCTN5",FALSE,-1.94626125727808,1
"SRPK1","OK","negbinomial.size",0.0667712624937243,0.143432569512729,"SRPK1",FALSE,1.94189025308553,-1
"FAM89B","OK","negbinomial.size",0.0667624029021147,0.143432569512729,"FAM89B",FALSE,1.94189025308553,-1
"CDIP1","OK","negbinomial.size",0.0668915386191982,0.143652320641229,"CDIP1",FALSE,-1.94035933885803,1
"ARSE","OK","negbinomial.size",0.0669615730401565,0.143764086556661,"ARSE",FALSE,-1.93958161066808,1
"EIF2AK2","OK","negbinomial.size",0.0670674330341749,0.143952687987132,"EIF2AK2",FALSE,-1.93827058903729,1
"NOL11","OK","negbinomial.size",0.0672029072389984,0.144204734625896,"NOL11",FALSE,-1.93652122092623,1
"PSMC4","OK","negbinomial.size",0.0672586411644217,0.144285584307354,"PSMC4",FALSE,-1.93596071904267,1
"UCK1","OK","negbinomial.size",0.067422547384682,0.144598383293342,"UCK1",FALSE,-1.93379514986394,1
"POM121","OK","negbinomial.size",0.0674755398066572,0.144637570676954,"POM121",FALSE,-1.93352417813091,1
"RNF6","OK","negbinomial.size",0.0674770195824907,0.144637570676954,"RNF6",FALSE,-1.93352417813091,1
"KANK1","OK","negbinomial.size",0.0675138742833504,0.144677760632409,"KANK1",FALSE,-1.93324635009095,1
"EXOSC6","OK","negbinomial.size",0.0677211384119757,0.145083007252037,"EXOSC6",FALSE,1.93044923654931,-1
"GSR","OK","negbinomial.size",0.067787335647566,0.145185901677754,"GSR",FALSE,-1.92974027718879,1
"SFMBT1","OK","negbinomial.size",0.0682441321879466,0.146125096547128,"SFMBT1",FALSE,-1.92329219847411,1
"CCNDBP1","OK","negbinomial.size",0.0685097188144185,0.146654477108497,"CCNDBP1",FALSE,1.9196759548157,-1
"PTP4A1","OK","negbinomial.size",0.0685517704541308,0.146705194884563,"PTP4A1",FALSE,-1.9193301828408,1
"PLSCR4","OK","negbinomial.size",0.0686059872988081,0.146781912852684,"PLSCR4",FALSE,-1.91880737984301,1
"FAM195A","OK","negbinomial.size",0.0687916911145667,0.147139829683218,"FAM195A",FALSE,1.91637192199386,-1
"NUMA1","OK","negbinomial.size",0.0688946283624735,0.147320571379322,"NUMA1",FALSE,1.91514430892161,-1
"TRAM2","OK","negbinomial.size",0.0691211021816702,0.147686290784419,"TRAM2",FALSE,-1.91266491173222,1
"PPP2R4","OK","negbinomial.size",0.0691024561411534,0.147686290784419,"PPP2R4",FALSE,1.91266491173222,-1
"NUP50-AS1","OK","negbinomial.size",0.0691044271048651,0.147686290784419,"NUP50-AS1",FALSE,0,0
"MED10","OK","negbinomial.size",0.069275057058941,0.147975669863137,"MED10",FALSE,-1.91070741154864,1
"LYPLA1","OK","negbinomial.size",0.0693699748612632,0.148138821249694,"LYPLA1",FALSE,-1.90960546343085,1
"RAD23B","OK","negbinomial.size",0.0694790289496898,0.148332065278379,"RAD23B",FALSE,-1.90830183420563,1
"PDXDC1","OK","negbinomial.size",0.0696831409859005,0.148728092846776,"PDXDC1",FALSE,-1.90563552038208,1
"FLCN","OK","negbinomial.size",0.0697558212744465,0.148843462698024,"FLCN",FALSE,1.90486011120819,-1
"SMYD2","OK","negbinomial.size",0.0700843254372572,0.14950449668156,"SMYD2",FALSE,-1.90042880846621,1
"FMO5","OK","negbinomial.size",0.0702298351128569,0.149774916569746,"FMO5",FALSE,1.89862166804955,-1
"GOSR1","OK","negbinomial.size",0.0702929144642549,0.149869444899643,"GOSR1",FALSE,-1.89799073121117,1
"ACOT12","OK","negbinomial.size",0.0703357531956188,0.149920779884286,"ACOT12",FALSE,-1.89764825850258,1
"SEC14L2","OK","negbinomial.size",0.0705355023070226,0.150306453049445,"SEC14L2",FALSE,0,0
"HOOK1","OK","negbinomial.size",0.0705883785790042,0.150379027785876,"HOOK1",FALSE,0,0
"HFE2","OK","negbinomial.size",0.0707339040971905,0.150648887963926,"HFE2",FALSE,-1.89280339502002,1
"F2R","OK","negbinomial.size",0.0707926427195579,0.150733815073804,"F2R",TRUE,0,0
"GIGYF1","OK","negbinomial.size",0.070864944040533,0.150847567348934,"GIGYF1",FALSE,-1.89148543979855,1
"ARSD","OK","negbinomial.size",0.0709649200242312,0.151020153372472,"ARSD",FALSE,1.89034198503015,-1
"SMIM1","OK","negbinomial.size",0.0709997245564521,0.151053993325508,"SMIM1",TRUE,0,0
"TMEM30A","OK","negbinomial.size",0.0710434180592155,0.151072004143493,"TMEM30A",FALSE,-1.88999870719099,1
"UBAP2","OK","negbinomial.size",0.0710503802966741,0.151072004143493,"UBAP2",FALSE,1.88999870719099,-1
"SMC2","OK","negbinomial.size",0.071078130914462,0.151072004143493,"SMC2",TRUE,0,0
"MOB2","OK","negbinomial.size",0.0710838112350809,0.151072004143493,"MOB2",FALSE,-1.88999870719099,1
"MIEN1","OK","negbinomial.size",0.0712082457854958,0.151296222300425,"MIEN1",FALSE,-1.88851562677168,1
"MRPS21","OK","negbinomial.size",0.0713231492090743,0.151500075845219,"MRPS21",FALSE,-1.88716915340433,1
"BIN1","OK","negbinomial.size",0.071392892004253,0.151527383799731,"BIN1",FALSE,1.8869889192129,-1
"SLC39A11","OK","negbinomial.size",0.0713836206054506,0.151527383799731,"SLC39A11",FALSE,-1.8869889192129,1
"FBXO17","OK","negbinomial.size",0.0713683853893292,0.151527383799731,"FBXO17",FALSE,0,0
"LSM2","OK","negbinomial.size",0.0715085467794098,0.151692274306946,"LSM2",FALSE,-1.88590132136718,1
"MRPS7","OK","negbinomial.size",0.0714915651451196,0.151692274306946,"MRPS7",FALSE,-1.88590132136718,1
"DSCR3","OK","negbinomial.size",0.0717689652363322,0.152204299682466,"DSCR3",FALSE,-1.88253158374027,1
"THOC7","OK","negbinomial.size",0.0718417352981097,0.152318202909842,"THOC7",FALSE,1.88178350613209,-1
"PSMB1","OK","negbinomial.size",0.0718714473854537,0.152340778795003,"PSMB1",FALSE,-1.88163530183445,1
"CTNNBL1","OK","negbinomial.size",0.071895577874788,0.152351514929046,"CTNNBL1",FALSE,-1.88156482985817,1
"AKAP8L","OK","negbinomial.size",0.0721672248345797,0.15288661019436,"AKAP8L",FALSE,-1.87805874218814,1
"SENP2","OK","negbinomial.size",0.0722312028107512,0.152981590686645,"SENP2",FALSE,1.87743768713852,-1
"PIK3CB","OK","negbinomial.size",0.072361069905912,0.153175446256462,"PIK3CB",FALSE,-1.87617130699806,1
"TRIM26","OK","negbinomial.size",0.0723451633193748,0.153175446256462,"TRIM26",FALSE,-1.87617130699806,1
"ATP5SL","OK","negbinomial.size",0.0725103494162726,0.153450795070295,"ATP5SL",FALSE,-1.87437531663105,1
"DHX8","OK","negbinomial.size",0.0725515546080896,0.153456715953744,"DHX8",FALSE,0,0
"ATG4D","OK","negbinomial.size",0.0725433946291971,0.153456715953744,"ATG4D",FALSE,-1.8743367324763,1
"RIOK1","OK","negbinomial.size",0.0726441039296752,0.153611811193976,"RIOK1",TRUE,-1.87332656543078,1
"DMXL2","OK","negbinomial.size",0.0728091255442188,0.153920032334352,"DMXL2",FALSE,-1.87132208199231,1
"EDEM2","OK","negbinomial.size",0.0731060350737489,0.154506830540684,"EDEM2",FALSE,-1.86751697300228,1
"MRPS23","OK","negbinomial.size",0.0731849137166217,0.154550910546914,"MRPS23",FALSE,1.8672317188205,-1
"NUDCD3","OK","negbinomial.size",0.0731658751114669,0.154550910546914,"NUDCD3",FALSE,1.8672317188205,-1
"DPY19L4","OK","negbinomial.size",0.0731518400874738,0.154550910546914,"DPY19L4",FALSE,-1.8672317188205,1
"HMGCL","OK","negbinomial.size",0.0732801193614286,0.154711078947735,"HMGCL",FALSE,1.86619590827422,-1
"C5orf51","OK","negbinomial.size",0.0733499636617523,0.15481763328607,"C5orf51",FALSE,-1.86550741419704,1
"TOR1A","OK","negbinomial.size",0.0734622894929699,0.155013772204469,"TOR1A",FALSE,-1.86424131307802,1
"ARHGAP4","OK","negbinomial.size",0.0736569784829954,0.155383557301377,"ARHGAP4",FALSE,1.86185865551819,-1
"USP48","OK","negbinomial.size",0.0737871443148327,0.15561706788594,"USP48",FALSE,1.86035698246976,-1
"C9orf16","OK","negbinomial.size",0.0741664672978172,0.15637578896487,"C9orf16",FALSE,1.85549326486889,-1
"CAPN3","OK","negbinomial.size",0.0741860611049673,0.156375841279291,"CAPN3",FALSE,0,0
"RBM33","OK","negbinomial.size",0.0742485171258876,0.156466218447513,"RBM33",FALSE,1.85491514886773,-1
"FSTL1","OK","negbinomial.size",0.0743123161670174,0.156559377403279,"FSTL1",FALSE,0,0
"LARP1","OK","negbinomial.size",0.0744117574520438,0.156727557669816,"LARP1",FALSE,1.85324628247965,-1
"ABT1","OK","negbinomial.size",0.0745440550888807,0.156964833785308,"ABT1",FALSE,-1.85173348735164,1
"C19orf60","OK","negbinomial.size",0.0746708522103435,0.157190405693587,"C19orf60",FALSE,-1.85029743333313,1
"TOMM20","OK","negbinomial.size",0.0746932042800715,0.157196048301831,"TOMM20",FALSE,-1.85026153733206,1
"GPS1","OK","negbinomial.size",0.0748008409517457,0.157351591582387,"GPS1",FALSE,1.84927254060462,-1
"WDR43","OK","negbinomial.size",0.0748064943588399,0.157351591582387,"WDR43",FALSE,-1.84927254060462,1
"SRSF8","OK","negbinomial.size",0.0748292279910195,0.157357989704273,"SRSF8",FALSE,1.84923188012101,-1
"TM6SF2","OK","negbinomial.size",0.0748800696931538,0.157423477221255,"TM6SF2",FALSE,0,0
"GCFC2","OK","negbinomial.size",0.0749240255782656,0.157474457758001,"GCFC2",FALSE,0,0
"ABCC2","OK","negbinomial.size",0.0749902148055412,0.157572128980037,"ABCC2",FALSE,-1.84787196377093,1
"CYP4F2","OK","negbinomial.size",0.0750461182663889,0.157648141710493,"CYP4F2",FALSE,-1.84738968049795,1
"RNF139","OK","negbinomial.size",0.0752519842635962,0.158039055519158,"RNF139",FALSE,-1.84491308967069,1
"RANBP9","OK","negbinomial.size",0.075339863570708,0.158182041459151,"RANBP9",FALSE,-1.84400874804956,1
"SEC11C","OK","negbinomial.size",0.0754740486604612,0.158422149421,"SEC11C",FALSE,-1.84249197717414,1
"ARIH2","OK","negbinomial.size",0.0757462289710339,0.15895171105765,"ARIH2",FALSE,-1.83915482692925,1
"PTGES3","OK","negbinomial.size",0.0758946072048898,0.159179476686161,"PTGES3",FALSE,1.83772292917008,-1
"CINP","OK","negbinomial.size",0.0758874677895792,0.159179476686161,"CINP",FALSE,-1.83772292917008,1
"SMAD1","OK","negbinomial.size",0.0761027602086868,0.159574168676887,"SMAD1",FALSE,-1.83524645746106,1
"WDR55","OK","negbinomial.size",0.0764777729946301,0.160318437565606,"WDR55",FALSE,1.83059320685664,-1
"NFKBIL1","OK","negbinomial.size",0.076617820397872,0.160569893207289,"NFKBIL1",FALSE,-1.82902595950584,1
"MRPL48","OK","negbinomial.size",0.0767039322151046,0.160708212462218,"MRPL48",FALSE,-1.82816490323693,1
"GPHN","OK","negbinomial.size",0.0768281667625068,0.160926312083668,"GPHN",FALSE,0,0
"PKN2","OK","negbinomial.size",0.0770154890628769,0.161276408045453,"PKN2",FALSE,-1.82463556589072,1
"CRYZ","OK","negbinomial.size",0.0771941620482445,0.161558763785719,"CRYZ",FALSE,-1.82288634005104,1
"SPSB1","OK","negbinomial.size",0.0771967686184562,0.161558763785719,"SPSB1",FALSE,0,0
"CCAR2","OK","negbinomial.size",0.0772109772115706,0.161558763785719,"CCAR2",FALSE,-1.82288634005104,1
"ULK1","OK","negbinomial.size",0.0773326925095519,0.161771085299432,"ULK1",FALSE,0,0
"ABCB8","OK","negbinomial.size",0.077487129195973,0.162051727140806,"ABCB8",FALSE,1.8198396913779,-1
"NAPA","OK","negbinomial.size",0.0775656857003528,0.162173572588048,"NAPA",FALSE,1.81908808159866,-1
"CLK3","OK","negbinomial.size",0.0776020233672044,0.162207106651146,"CLK3",FALSE,1.8188813241352,-1
"ASB8","OK","negbinomial.size",0.0777086525423127,0.162387511105026,"ASB8",FALSE,1.81776975627432,-1
"MTUS1","OK","negbinomial.size",0.0777409425282326,0.162412515488394,"MTUS1",FALSE,-1.81761578840874,1
"DAZAP1","OK","negbinomial.size",0.0778602334104103,0.162619217245841,"DAZAP1",FALSE,1.81634390160819,-1
"MEF2D","OK","negbinomial.size",0.0778906073807863,0.16264014726414,"MEF2D",FALSE,-1.81621520420168,1
"VPS52","OK","negbinomial.size",0.0779603391510654,0.162700723467267,"VPS52",FALSE,0,0
"ILVBL","OK","negbinomial.size",0.0779468459603157,0.162700723467267,"ILVBL",FALSE,1.81584281813355,-1
"CTA-29F11.1","OK","negbinomial.size",0.0780016204202754,0.162744373049196,"CTA-29F11.1",FALSE,0,0
"LEPROTL1","OK","negbinomial.size",0.0781995469369828,0.163114742775628,"LEPROTL1",FALSE,-1.81330138241856,1
"FOXA3","OK","negbinomial.size",0.0783047805473712,0.163291623526629,"FOXA3",FALSE,-1.81221757532056,1
"MAU2","OK","negbinomial.size",0.0783846516998383,0.16341553658581,"MAU2",FALSE,-1.81145901793186,1
"MT-ND3","OK","negbinomial.size",0.0785005439229186,0.163586313768682,"MT-ND3",TRUE,-1.81041451498356,1
"KLHL36","OK","negbinomial.size",0.0785075101117375,0.163586313768682,"KLHL36",FALSE,-1.81041451498356,1
"GGPS1","OK","negbinomial.size",0.0785588151855773,0.163650545398318,"GGPS1",FALSE,0,0
"UBA5","OK","negbinomial.size",0.0787040112849243,0.163910282558726,"UBA5",FALSE,-1.80843605841727,1
"ARMC6","OK","negbinomial.size",0.0788531069563191,0.164178003566427,"ARMC6",FALSE,1.80680405216502,-1
"TRIO","OK","negbinomial.size",0.0789858696051173,0.164368771878774,"TRIO",FALSE,-1.80564276647882,1
"RITA1","OK","negbinomial.size",0.0789828613998198,0.164368771878774,"RITA1",FALSE,0,0
"HLA-F","OK","negbinomial.size",0.079035696656988,0.164429641235613,"HLA-F",FALSE,-1.80527251312536,1
"CPE","OK","negbinomial.size",0.0790752447816867,0.164469099700796,"CPE",FALSE,0,0
"C15orf61","OK","negbinomial.size",0.079142143064251,0.164565408593919,"C15orf61",FALSE,-1.80444716717512,1
"CALM2","OK","negbinomial.size",0.0791883228011792,0.164618597165511,"CALM2",FALSE,-1.80412401312678,1
"PARL","OK","negbinomial.size",0.0795238378023353,0.165230106052642,"PARL",FALSE,-1.80041619447086,1
"SMARCAD1","OK","negbinomial.size",0.0795224215823365,0.165230106052642,"SMARCAD1",FALSE,0,0
"AGPAT3","OK","negbinomial.size",0.0798469806769743,0.165815286535785,"AGPAT3",FALSE,-1.7968808418833,1
"SUPT7L","OK","negbinomial.size",0.0798359768083245,0.165815286535785,"SUPT7L",FALSE,-1.7968808418833,1
"TXLNG","OK","negbinomial.size",0.0799103933082075,0.165903858905141,"TXLNG",FALSE,0,0
"TMEM160","OK","negbinomial.size",0.0801275812036714,0.166311558804815,"TMEM160",FALSE,1.79389238945715,-1
"CISD3","OK","negbinomial.size",0.0801550873024259,0.166325448619498,"CISD3",FALSE,-1.79380887611148,1
"DXO","OK","negbinomial.size",0.080227724761635,0.166432956534326,"DXO",TRUE,1.79316271410984,-1
"SPARC","OK","negbinomial.size",0.0802693888388206,0.166476170830785,"SPARC",TRUE,1.79290309793744,-1
"MAFG","OK","negbinomial.size",0.0803865195008596,0.166675837397864,"MAFG",FALSE,-1.79170444635465,1
"RBM27","OK","negbinomial.size",0.0805138575718885,0.166896559236566,"RBM27",FALSE,-1.79038106424545,1
"ATG3","OK","negbinomial.size",0.0806918369080891,0.167092114209002,"ATG3",FALSE,-1.78921003654103,1
"IPO5","OK","negbinomial.size",0.0806618109946231,0.167092114209002,"IPO5",FALSE,-1.78921003654103,1
"SOS1","OK","negbinomial.size",0.0806462828824258,0.167092114209002,"SOS1",FALSE,-1.78921003654103,1
"USP28","OK","negbinomial.size",0.0806721442708798,0.167092114209002,"USP28",FALSE,0,0
"C21orf91","OK","negbinomial.size",0.0809286765167377,0.167539133172345,"C21orf91",FALSE,1.78653832412479,-1
"FCGR2B","OK","negbinomial.size",0.0811304176179002,0.1679132782141,"FCGR2B",TRUE,1.78430763396308,-1
"ZNF24","OK","negbinomial.size",0.081217508253203,0.168023346931844,"ZNF24",FALSE,-1.78365233940189,1
"AUH","OK","negbinomial.size",0.0812256525087866,0.168023346931844,"AUH",FALSE,0,0
"ANKZF1","OK","negbinomial.size",0.0812721271987571,0.168075975270514,"ANKZF1",FALSE,1.78333916805268,-1
"PREB","OK","negbinomial.size",0.081296036187888,0.168081921132578,"PREB",FALSE,-1.78330379264054,1
"SEPN1","OK","negbinomial.size",0.0815146640852523,0.168490346793909,"SEPN1",FALSE,1.78087681988772,-1
"PVRL2","OK","negbinomial.size",0.0816388800433776,0.168703462742858,"PVRL2",FALSE,1.77961276360141,-1
"ENO3","OK","negbinomial.size",0.0816984792042603,0.168782975005492,"ENO3",FALSE,1.77914156087909,-1
"SPG21","OK","negbinomial.size",0.0819859094159597,0.169333006498561,"SPG21",FALSE,1.77588805020023,-1
"ADGRL2","OK","negbinomial.size",0.0820322398570934,0.169341159570662,"ADGRL2",FALSE,0,0
"RP11-290F5.1","OK","negbinomial.size",0.0820284879741041,0.169341159570662,"RP11-290F5.1",FALSE,0,0
"SLC17A9","OK","negbinomial.size",0.0822299138944422,0.169705382729981,"SLC17A9",FALSE,-1.77369138815259,1
"ARPC5L","OK","negbinomial.size",0.0822970706516642,0.169800126924206,"ARPC5L",FALSE,-1.77313325761279,1
"CDK17","OK","negbinomial.size",0.0823349691492406,0.16983447043665,"CDK17",FALSE,-1.77293101960272,1
"BAG3","OK","negbinomial.size",0.0825783767299987,0.170292595728883,"BAG3",FALSE,0,0
"GANAB","OK","negbinomial.size",0.0826146269698241,0.170323396314723,"GANAB",FALSE,1.77005631780943,-1
"DAAM1","OK","negbinomial.size",0.0826930011045347,0.170441003824178,"DAAM1",FALSE,1.76936606076335,-1
"SOCS2","OK","negbinomial.size",0.0827548148221258,0.170524426313463,"SOCS2",FALSE,-1.76887672968415,1
"STAP2","OK","negbinomial.size",0.0828294601888243,0.170634239847614,"STAP2",FALSE,-1.76823296155608,1
"PID1","OK","negbinomial.size",0.0828989651697216,0.170733409966816,"PID1",TRUE,-1.76765194503594,1
"WDR45","OK","negbinomial.size",0.0830246250430928,0.170948152208028,"WDR45",FALSE,-1.76639497191677,1
"TICAM1","OK","negbinomial.size",0.0832062597255754,0.171278006560297,"TICAM1",TRUE,-1.76446727325339,1
"DNAJC16","OK","negbinomial.size",0.0833314439698554,0.171485628052151,"DNAJC16",FALSE,-1.76325581733287,1
"CAMK2D","OK","negbinomial.size",0.0833500412156867,0.171485628052151,"CAMK2D",FALSE,1.76325581733287,-1
"NUDT8","OK","negbinomial.size",0.0835475714156267,0.171847784602902,"NUDT8",FALSE,0,0
"DNMBP","OK","negbinomial.size",0.0838543607085305,0.172434430371041,"DNMBP",FALSE,0,0
"CDC14B","OK","negbinomial.size",0.0840148296218052,0.172719964884962,"CDC14B",FALSE,-1.75608369608176,1
"STYX","OK","negbinomial.size",0.0840799990094305,0.172809483560792,"STYX",FALSE,0,0
"ZFAND5","OK","negbinomial.size",0.0841788058072653,0.172968073336554,"ZFAND5",FALSE,1.75464824870284,-1
"PAG1","OK","negbinomial.size",0.0842137682019769,0.172995429743444,"PAG1",FALSE,-1.75449010250126,1
